Day,Weather,Customers_Forecast,Meals_Prepared,Festival,Event_Type,Staff_Count,Avg_Rating,Special_Event,Surplus_Meals
Tuesday,Sunny,528,586,No,Corporate,23,4.65,0,32.0
Monday,Sunny,256,314,No,Regular,17,4.66,1,55.4
Wednesday,Stormy,145,190,No,Regular,11,3.7,0,76.4
Thursday,Sunny,624,747,No,Buffet,31,4.84,0,170.1
Thursday,Cloudy,360,446,No,Regular,17,4.42,0,57.4
Sunday,Cloudy,144,186,No,Buffet,11,4.32,0,61.4
Friday,Rainy,926,1116,No,Banquet,45,3.63,0,362.1
Sunday,Sunny,516,668,No,Buffet,26,4.88,1,186.1
Wednesday,Cloudy,426,488,No,Regular,23,4.43,0,43.5
Saturday,Stormy,397,471,No,Buffet,20,3.79,1,280.3
Thursday,Sunny,891,1109,No,Banquet,46,3.15,0,299.5
Friday,Sunny,458,588,No,Buffet,26,3.63,0,136.4
Sunday,Rainy,448,546,No,Corporate,21,4.19,0,106.9
Friday,Sunny,455,561,No,Regular,22,4.03,0,74.7
Sunday,Sunny,678,834,Eid,Corporate,32,4.75,0,132.4
Saturday,Sunny,509,639,No,Regular,26,3.67,0,100.3
Monday,Rainy,111,135,No,Corporate,8,4.25,1,25.1
Friday,Stormy,613,671,No,Corporate,28,4.56,0,149.7
Thursday,Cloudy,128,175,New Year,Banquet,12,3.57,0,56.5
Sunday,Cloudy,448,563,No,Regular,26,4.38,0,86.6
Saturday,Sunny,297,332,No,Corporate,15,4.11,0,18.8
Monday,Sunny,345,432,No,Regular,20,3.89,1,75.8
Monday,Sunny,665,916,No,Buffet,34,3.2,0,272.2
Monday,Sunny,155,221,No,Buffet,13,4.31,1,86.8
Thursday,Sunny,114,158,No,Buffet,7,3.84,0,33.5
Monday,Cloudy,589,713,Diwali,Regular,32,3.96,0,130.8
Saturday,Sunny,308,388,No,Buffet,17,4.71,0,91.0
Thursday,Sunny,386,533,No,Buffet,23,4.11,0,155.3
Saturday,Sunny,925,1203,No,Buffet,44,4.22,0,240.3
Tuesday,Sunny,584,763,Eid,Buffet,30,4.94,0,203.4
Thursday,Sunny,524,622,No,Buffet,25,4.19,0,106.8
Monday,Sunny,70,96,No,Regular,7,3.79,1,28.5
Sunday,Sunny,355,452,New Year,Regular,19,4.65,1,96.8
Tuesday,Cloudy,441,599,New Year,Buffet,27,4.15,0,174.2
Monday,Rainy,133,168,No,Buffet,11,3.9,0,73.9
Tuesday,Rainy,441,561,No,Regular,26,3.74,1,137.8
Saturday,Rainy,610,670,No,Regular,29,4.0,0,151.3
Monday,Cloudy,391,541,No,Banquet,26,4.52,0,188.8
Friday,Rainy,656,771,No,Corporate,30,3.89,0,117.4
Saturday,Cloudy,882,1203,No,Buffet,46,4.19,0,349.1
Saturday,Cloudy,540,608,No,Corporate,25,3.77,0,62.5
Tuesday,Sunny,347,477,Eid,Banquet,21,4.72,0,167.1
Monday,Sunny,161,207,New Year,Buffet,13,3.54,0,51.5
Thursday,Sunny,470,621,New Year,Regular,24,3.71,0,134.2
Tuesday,Sunny,449,588,No,Buffet,28,3.84,0,150.7
Friday,Rainy,816,1079,No,Banquet,43,3.55,0,344.2
Wednesday,Sunny,359,456,No,Buffet,19,4.34,1,134.7
Thursday,Cloudy,155,202,No,Regular,11,4.41,0,31.2
Monday,Rainy,826,1109,No,Banquet,46,4.39,0,420.8
Thursday,Cloudy,562,663,No,Corporate,28,4.41,0,63.1
Tuesday,Sunny,508,606,No,Regular,25,3.5,0,69.3
Friday,Sunny,135,195,Eid,Banquet,13,4.23,0,66.0
Monday,Sunny,637,762,No,Buffet,32,4.7,0,137.4
Sunday,Stormy,701,772,No,Corporate,29,3.98,0,234.9
Friday,Cloudy,518,639,No,Banquet,26,4.57,0,148.5
Tuesday,Cloudy,357,425,No,Regular,22,4.05,0,50.6
Monday,Cloudy,73,103,No,Corporate,9,4.07,0,4.0
Wednesday,Cloudy,414,503,No,Regular,22,3.61,0,61.6
Tuesday,Cloudy,456,539,No,Corporate,25,3.92,1,70.9
Tuesday,Sunny,164,184,No,Corporate,10,4.66,0,17.4
Sunday,Sunny,472,542,No,Corporate,24,3.85,0,26.1
Friday,Sunny,237,291,Christmas,Corporate,12,4.92,0,53.7
Tuesday,Cloudy,133,159,No,Corporate,12,4.05,0,20.2
Thursday,Rainy,79,120,No,Regular,6,4.69,0,36.3
Tuesday,Cloudy,504,625,No,Regular,29,4.12,0,73.3
Sunday,Cloudy,229,293,No,Regular,17,3.15,1,85.1
Monday,Rainy,138,182,New Year,Corporate,10,3.81,1,59.4
Saturday,Sunny,905,1208,No,Buffet,48,3.82,1,338.9
Saturday,Sunny,719,1019,Diwali,Buffet,38,3.83,0,307.9
Monday,Rainy,215,274,Diwali,Regular,11,3.59,0,85.5
Tuesday,Rainy,576,753,No,Buffet,28,3.71,0,260.6
Wednesday,Cloudy,355,435,No,Regular,22,4.38,0,69.8
Sunday,Sunny,119,179,New Year,Banquet,9,5.0,0,72.2
Thursday,Stormy,200,259,Christmas,Corporate,16,4.21,0,98.2
Friday,Rainy,748,1009,No,Buffet,41,3.97,0,404.6
Saturday,Cloudy,526,608,No,Corporate,24,3.08,0,73.2
Saturday,Sunny,366,427,No,Regular,18,4.95,0,43.2
Thursday,Cloudy,637,790,No,Regular,34,4.57,0,109.1
Thursday,Rainy,432,561,No,Buffet,25,3.93,1,233.8
Friday,Rainy,106,150,No,Buffet,7,4.25,0,57.1
Tuesday,Cloudy,625,722,No,Regular,31,3.92,0,86.0
Saturday,Cloudy,95,117,No,Regular,11,3.63,1,17.8
Monday,Cloudy,719,877,No,Buffet,34,3.95,0,193.4
Tuesday,Cloudy,109,144,Eid,Regular,10,4.48,1,52.9
Saturday,Sunny,348,420,No,Regular,18,4.27,0,40.2
Wednesday,Sunny,117,145,No,Buffet,8,4.03,1,31.6
Tuesday,Sunny,668,850,Diwali,Banquet,32,4.39,0,226.8
Tuesday,Rainy,244,308,No,Regular,18,3.98,0,72.0
Thursday,Sunny,363,423,No,Regular,17,4.64,0,33.0
Saturday,Sunny,213,302,New Year,Regular,14,3.68,0,57.4
Monday,Rainy,542,694,Christmas,Regular,28,3.97,0,219.9
Monday,Cloudy,301,350,Diwali,Corporate,18,4.45,0,49.7
Thursday,Sunny,251,299,No,Regular,13,4.42,1,47.6
Sunday,Sunny,95,122,No,Regular,11,3.84,0,13.9
Tuesday,Rainy,475,587,No,Banquet,23,3.75,0,191.6
Sunday,Sunny,530,593,No,Corporate,27,4.34,0,36.0
Sunday,Sunny,159,206,New Year,Regular,10,4.72,0,44.9
Wednesday,Sunny,361,411,No,Regular,16,4.5,0,34.3
Saturday,Sunny,657,733,No,Corporate,28,3.62,0,28.5
Friday,Cloudy,825,1032,No,Buffet,41,3.84,0,286.0
Thursday,Sunny,823,1102,No,Banquet,45,3.66,0,339.5
Thursday,Cloudy,585,683,No,Regular,29,4.71,0,67.2
Saturday,Sunny,246,272,No,Corporate,14,4.09,0,17.9
Saturday,Sunny,192,248,No,Regular,13,3.99,0,40.7
Saturday,Sunny,489,599,Christmas,Regular,24,4.24,1,156.3
Sunday,Rainy,525,574,No,Corporate,26,4.32,0,88.3
Thursday,Sunny,342,438,No,Buffet,17,3.95,0,113.7
Saturday,Sunny,243,299,No,Regular,12,4.24,1,50.1
Sunday,Sunny,190,229,No,Regular,10,4.16,0,22.3
Tuesday,Cloudy,325,373,No,Corporate,18,4.81,0,38.9
Monday,Sunny,92,117,No,Regular,10,4.13,1,21.9
Wednesday,Stormy,463,576,No,Regular,27,4.29,0,211.9
Saturday,Cloudy,657,856,Eid,Regular,33,3.86,0,154.8
Wednesday,Cloudy,546,704,New Year,Regular,30,3.86,0,157.3
Friday,Cloudy,255,312,New Year,Corporate,15,4.31,0,69.0
Monday,Sunny,124,160,No,Regular,12,3.74,0,17.1
Wednesday,Stormy,438,553,No,Buffet,24,4.26,0,273.4
Friday,Stormy,719,897,No,Buffet,37,4.02,0,470.8
Monday,Sunny,589,651,No,Regular,27,4.38,0,42.2
Sunday,Cloudy,197,279,No,Buffet,15,3.3,0,75.8
Tuesday,Sunny,78,108,No,Regular,5,4.73,0,33.1
Sunday,Cloudy,161,192,No,Corporate,13,3.43,0,27.4
Tuesday,Rainy,345,405,No,Corporate,19,4.87,0,62.2
Sunday,Stormy,177,221,No,Corporate,12,4.15,0,77.0
Friday,Sunny,750,915,New Year,Regular,39,4.34,0,130.5
Monday,Cloudy,239,289,No,Corporate,12,4.1,0,36.5
Monday,Cloudy,642,783,No,Buffet,29,4.15,0,156.5
Monday,Sunny,255,284,No,Regular,15,3.72,1,36.8
Friday,Cloudy,233,272,No,Regular,13,4.38,0,27.3
Saturday,Cloudy,140,184,No,Regular,11,4.31,0,42.0
Wednesday,Rainy,182,225,Diwali,Regular,11,4.3,1,68.3
Thursday,Stormy,502,597,No,Regular,25,4.75,0,214.7
Friday,Sunny,861,1147,No,Banquet,43,3.53,0,273.3
Thursday,Sunny,634,856,Christmas,Banquet,35,4.15,0,284.9
Friday,Sunny,136,167,No,Regular,10,3.5,0,30.3
Thursday,Sunny,352,490,No,Banquet,23,4.61,0,157.7
Friday,Sunny,600,803,No,Buffet,32,4.43,0,205.9
Sunday,Rainy,885,1178,No,Buffet,46,4.02,0,365.7
Wednesday,Sunny,282,356,No,Banquet,15,4.49,0,94.8
Monday,Cloudy,209,294,No,Buffet,15,4.33,0,82.6
Monday,Sunny,662,902,No,Buffet,35,3.5,0,248.0
Thursday,Sunny,337,428,Christmas,Regular,17,4.4,1,96.4
Wednesday,Rainy,286,357,No,Regular,16,3.76,1,106.9
Sunday,Cloudy,489,696,No,Banquet,29,4.19,0,209.7
Friday,Sunny,371,450,Diwali,Regular,23,4.52,0,71.2
Thursday,Rainy,347,397,No,Regular,17,4.14,0,91.9
Saturday,Cloudy,637,797,No,Regular,35,4.09,0,118.5
Tuesday,Sunny,559,743,No,Buffet,29,4.72,1,218.8
Saturday,Cloudy,141,166,No,Regular,7,4.19,0,23.2
Monday,Cloudy,200,297,Christmas,Banquet,13,4.01,0,112.1
Friday,Sunny,501,552,No,Regular,24,3.46,0,32.0
Sunday,Rainy,601,690,No,Corporate,28,4.13,1,131.4
Saturday,Cloudy,907,1181,No,Buffet,46,4.41,0,285.5
Saturday,Sunny,849,1087,No,Buffet,41,4.75,0,292.5
Wednesday,Rainy,443,562,No,Regular,26,3.46,0,157.5
Saturday,Sunny,247,277,No,Regular,14,4.31,0,17.5
Thursday,Sunny,102,129,No,Corporate,11,4.41,1,21.8
Friday,Sunny,536,613,No,Corporate,25,3.94,0,48.8
Monday,Sunny,593,701,No,Regular,27,4.82,0,79.3
Tuesday,Sunny,422,558,No,Banquet,25,3.77,0,152.5
Thursday,Sunny,127,155,No,Corporate,10,4.89,0,7.3
Monday,Cloudy,490,610,New Year,Regular,24,4.18,0,105.0
Saturday,Sunny,406,523,Eid,Buffet,20,4.44,0,144.2
Saturday,Sunny,475,561,New Year,Corporate,23,3.95,0,82.5
Sunday,Cloudy,186,214,No,Corporate,11,3.48,0,34.2
Monday,Sunny,273,312,No,Regular,14,4.08,0,27.2
Sunday,Cloudy,586,725,No,Regular,29,4.39,1,134.5
Monday,Cloudy,562,726,Christmas,Regular,30,3.89,0,134.7
Thursday,Sunny,219,285,Eid,Regular,12,4.0,0,44.5
Saturday,Sunny,641,801,No,Regular,30,4.15,1,109.8
Monday,Cloudy,261,354,No,Buffet,15,3.48,0,98.3
Monday,Sunny,591,780,No,Buffet,34,4.0,0,155.3
Monday,Cloudy,306,376,No,Regular,18,4.21,1,78.9
Thursday,Cloudy,567,743,No,Buffet,30,3.9,0,233.9
Saturday,Cloudy,281,352,No,Regular,15,4.64,0,49.1
Monday,Sunny,114,159,No,Regular,10,4.22,0,22.1
Monday,Stormy,469,554,No,Corporate,25,3.22,0,156.5
Thursday,Sunny,63,92,No,Corporate,6,3.91,0,24.3
Tuesday,Rainy,371,418,No,Regular,19,3.83,0,88.8
Saturday,Rainy,109,128,No,Corporate,6,3.76,0,7.5
Sunday,Sunny,423,482,No,Corporate,21,4.77,0,14.4
Saturday,Sunny,188,234,No,Buffet,14,4.38,0,45.8
Sunday,Sunny,270,346,No,Banquet,17,3.96,0,96.8
Thursday,Rainy,636,763,No,Regular,34,3.92,1,196.9
Saturday,Sunny,721,871,No,Regular,34,3.99,0,89.4
Tuesday,Rainy,292,348,No,Corporate,14,3.87,0,54.0
Monday,Cloudy,321,400,No,Buffet,19,3.83,0,96.6
Friday,Sunny,568,691,No,Regular,31,4.33,0,81.5
Monday,Cloudy,285,334,No,Regular,14,3.25,0,40.0
Sunday,Sunny,186,232,No,Regular,14,4.34,0,32.8
Friday,Sunny,250,282,No,Regular,17,3.48,0,15.4
Sunday,Stormy,513,569,No,Regular,23,4.33,0,205.7
Wednesday,Sunny,871,1153,No,Banquet,43,4.57,0,258.7
Thursday,Rainy,444,512,No,Regular,21,3.68,0,118.7
Saturday,Stormy,455,565,Eid,Corporate,23,3.81,0,252.3
Tuesday,Sunny,521,612,No,Regular,28,4.53,0,61.1
Thursday,Cloudy,102,129,No,Regular,7,3.99,1,25.1
Friday,Sunny,723,990,No,Banquet,42,3.79,1,334.2
Sunday,Cloudy,215,249,No,Regular,14,3.82,0,36.3
Saturday,Stormy,375,476,Eid,Regular,24,5.0,1,232.8
Monday,Rainy,310,360,No,Corporate,16,3.91,0,49.3
Thursday,Rainy,489,610,No,Regular,27,4.33,0,146.7
Friday,Sunny,212,265,Eid,Regular,14,4.39,0,40.1
Tuesday,Cloudy,867,1165,No,Banquet,45,4.78,1,392.8
Thursday,Sunny,417,473,No,Regular,19,4.93,0,44.7
Wednesday,Rainy,321,411,No,Buffet,17,3.33,0,163.2
Monday,Sunny,244,289,No,Regular,13,4.73,0,27.0
Thursday,Sunny,125,157,No,Regular,8,4.18,0,32.1
Tuesday,Sunny,269,337,No,Regular,17,3.69,0,54.4
Friday,Sunny,195,277,No,Buffet,11,4.53,0,69.5
Tuesday,Sunny,522,595,No,Regular,27,3.74,0,41.7
Saturday,Sunny,573,668,No,Corporate,29,4.66,0,48.0
Tuesday,Rainy,333,375,No,Corporate,18,3.96,1,87.4
Sunday,Rainy,908,1053,No,Buffet,44,4.57,0,303.2
Monday,Sunny,131,172,No,Regular,12,4.43,1,47.0
Thursday,Rainy,690,876,No,Buffet,36,3.61,0,320.6
Wednesday,Sunny,337,487,Diwali,Buffet,23,3.53,0,185.9
Tuesday,Rainy,505,617,No,Regular,27,4.19,0,111.8
Thursday,Sunny,527,578,No,Corporate,22,3.92,0,12.8
Saturday,Cloudy,203,248,No,Buffet,14,4.4,0,58.6
Sunday,Sunny,943,1230,No,Banquet,46,4.02,0,327.9
Wednesday,Sunny,898,1215,No,Banquet,45,3.76,0,397.3
Tuesday,Cloudy,506,638,No,Regular,27,4.27,0,97.7
Saturday,Rainy,183,236,No,Regular,11,3.25,1,99.5
Friday,Rainy,806,1026,No,Buffet,43,3.56,0,359.8
Tuesday,Sunny,272,366,Eid,Buffet,17,3.68,0,122.8
Saturday,Cloudy,129,165,No,Corporate,11,3.11,0,35.7
Thursday,Rainy,439,537,No,Regular,26,4.27,0,133.1
Friday,Sunny,199,247,No,Buffet,13,3.76,0,48.9
Wednesday,Sunny,553,714,No,Banquet,28,4.22,0,197.4
Thursday,Sunny,108,151,No,Banquet,9,4.43,0,43.6
Tuesday,Sunny,495,561,No,Regular,22,4.65,0,37.4
Saturday,Sunny,235,319,Christmas,Banquet,13,4.46,0,121.7
Tuesday,Sunny,455,529,No,Regular,20,3.45,0,54.5
Saturday,Cloudy,789,1067,No,Buffet,45,3.74,0,267.5
Saturday,Cloudy,148,187,No,Regular,8,3.39,0,33.4
Saturday,Rainy,128,192,No,Buffet,12,3.73,0,83.3
Monday,Cloudy,575,638,No,Regular,29,4.74,0,58.5
Tuesday,Sunny,335,409,No,Regular,17,4.25,0,43.1
Thursday,Stormy,359,442,Diwali,Regular,18,4.54,0,168.6
Friday,Cloudy,354,440,No,Banquet,20,3.56,0,115.8
Sunday,Cloudy,497,685,No,Buffet,29,4.03,0,205.6
Wednesday,Sunny,658,839,Eid,Buffet,32,4.37,0,207.2
Sunday,Cloudy,806,1132,New Year,Buffet,44,3.7,1,405.9
Tuesday,Cloudy,531,625,No,Regular,29,4.03,0,84.1
Wednesday,Cloudy,234,263,No,Regular,13,4.52,0,23.3
Monday,Rainy,510,632,No,Regular,26,4.54,1,185.9
Saturday,Rainy,396,494,No,Regular,20,4.34,0,139.0
Tuesday,Stormy,399,511,No,Banquet,25,4.1,0,295.5
Tuesday,Cloudy,255,311,No,Regular,18,4.17,0,37.6
Saturday,Stormy,875,1164,No,Buffet,46,3.65,0,685.7
Thursday,Rainy,150,195,No,Corporate,9,4.91,0,43.2
Monday,Sunny,819,1018,No,Banquet,41,3.58,0,233.9
Monday,Cloudy,595,676,No,Regular,26,4.66,1,92.8
Thursday,Sunny,620,784,No,Banquet,35,3.31,1,263.9
Wednesday,Sunny,98,142,Eid,Buffet,12,4.01,0,48.6
Tuesday,Sunny,505,675,No,Buffet,26,4.28,1,150.4
Friday,Cloudy,145,172,No,Corporate,10,3.81,0,3.1
Tuesday,Sunny,261,315,No,Regular,13,3.49,1,52.7
Friday,Sunny,119,153,No,Corporate,10,3.77,0,28.8
Wednesday,Sunny,591,696,No,Buffet,29,4.01,0,141.8
Tuesday,Cloudy,312,367,No,Corporate,19,4.19,0,39.7
Monday,Rainy,549,672,Eid,Corporate,31,4.07,0,122.5
Tuesday,Stormy,555,700,No,Buffet,32,4.17,0,333.4
Monday,Sunny,249,303,No,Regular,12,4.26,0,32.5
Wednesday,Sunny,515,645,No,Regular,29,4.4,0,87.1
Sunday,Rainy,253,305,No,Corporate,13,3.93,1,76.2
Saturday,Sunny,323,402,No,Buffet,20,4.26,0,86.5
Wednesday,Stormy,197,244,New Year,Corporate,12,3.63,0,109.8
Friday,Cloudy,578,719,No,Regular,30,3.44,1,150.9
Thursday,Cloudy,763,985,No,Buffet,42,3.92,0,270.4
Saturday,Sunny,611,754,New Year,Corporate,33,5.0,0,108.8
Tuesday,Sunny,341,387,No,Corporate,20,4.11,0,25.4
Wednesday,Cloudy,72,94,New Year,Regular,7,4.47,0,25.9
Wednesday,Sunny,627,761,No,Regular,34,4.62,0,101.3
Monday,Rainy,259,311,No,Corporate,13,3.99,0,71.7
Wednesday,Cloudy,381,447,No,Corporate,21,4.74,0,33.3
Sunday,Sunny,377,469,Diwali,Regular,19,4.33,0,81.1
Sunday,Sunny,344,452,Eid,Buffet,20,4.58,0,139.5
Monday,Cloudy,242,300,No,Regular,17,4.2,0,45.4
Thursday,Sunny,406,456,No,Regular,18,4.23,0,25.3
Wednesday,Cloudy,315,384,No,Regular,16,4.72,0,57.4
Thursday,Cloudy,156,198,No,Regular,12,3.92,0,28.1
Thursday,Rainy,256,291,No,Corporate,17,4.26,0,38.5
Monday,Sunny,326,373,No,Regular,20,4.16,0,28.5
Saturday,Sunny,467,543,No,Corporate,24,4.18,0,31.4
Sunday,Rainy,469,639,No,Buffet,26,4.41,0,207.0
Friday,Cloudy,216,250,No,Regular,12,4.26,0,27.7
Friday,Cloudy,484,587,No,Regular,24,4.1,0,68.3
Thursday,Cloudy,551,662,No,Regular,29,4.83,0,81.8
Wednesday,Rainy,349,434,No,Buffet,21,4.29,0,146.1
Tuesday,Sunny,606,861,Diwali,Banquet,33,3.86,0,262.9
Friday,Sunny,359,425,No,Corporate,19,4.13,0,42.1
Monday,Rainy,215,242,Eid,Corporate,14,4.13,0,58.8
Saturday,Sunny,625,674,No,Corporate,30,3.9,1,32.0
Thursday,Rainy,562,658,No,Corporate,28,3.94,1,144.1
Wednesday,Sunny,205,260,No,Buffet,12,4.08,0,53.9
Wednesday,Sunny,512,603,No,Buffet,24,4.34,0,102.2
Sunday,Sunny,727,912,No,Regular,37,3.65,0,125.7
Tuesday,Rainy,377,444,No,Regular,21,4.36,0,107.9
Tuesday,Rainy,454,601,No,Buffet,26,4.04,0,235.2
Tuesday,Sunny,747,1017,No,Buffet,41,3.67,0,231.0
Friday,Sunny,521,650,No,Regular,27,4.34,0,86.0
Sunday,Sunny,945,1126,No,Banquet,46,4.26,0,255.3
Tuesday,Sunny,126,149,No,Regular,8,4.37,1,19.5
Sunday,Cloudy,592,772,No,Buffet,32,4.59,0,186.5
Tuesday,Sunny,210,298,No,Banquet,15,4.9,0,91.4
Friday,Sunny,223,295,New Year,Regular,13,4.16,0,58.5
Monday,Sunny,686,875,No,Banquet,38,4.01,1,244.6
Thursday,Cloudy,513,579,No,Corporate,26,4.08,1,75.2
Friday,Cloudy,641,751,No,Corporate,29,3.98,0,68.1
Thursday,Cloudy,713,952,Christmas,Banquet,37,3.9,0,372.1
Tuesday,Cloudy,440,542,No,Buffet,21,4.13,0,123.7
Saturday,Stormy,461,606,No,Buffet,25,3.49,0,318.6
Sunday,Sunny,237,303,No,Buffet,17,4.48,0,44.3
Thursday,Rainy,522,633,No,Regular,25,4.28,0,166.6
Friday,Cloudy,639,759,No,Regular,29,4.77,0,71.5
Saturday,Sunny,169,197,No,Regular,11,3.77,0,25.1
Tuesday,Rainy,598,729,No,Regular,28,4.73,0,146.8
Sunday,Cloudy,279,303,No,Corporate,16,4.53,1,27.9
Wednesday,Cloudy,636,888,No,Banquet,33,3.73,1,326.6
Saturday,Sunny,237,312,No,Banquet,15,3.67,0,85.3
Monday,Sunny,172,201,No,Regular,13,4.27,0,24.7
Wednesday,Rainy,500,690,No,Buffet,27,4.37,0,284.1
Thursday,Sunny,366,487,Diwali,Buffet,19,4.46,1,181.2
Thursday,Sunny,82,104,No,Regular,9,3.86,0,16.2
Saturday,Sunny,887,1150,No,Buffet,45,5.0,0,283.9
Sunday,Cloudy,703,804,No,Regular,30,3.66,0,95.7
Monday,Rainy,247,337,No,Banquet,14,4.62,0,112.3
Tuesday,Cloudy,443,545,No,Regular,26,3.4,0,88.6
Wednesday,Rainy,149,181,No,Corporate,11,3.8,0,34.4
Thursday,Sunny,433,469,No,Corporate,19,4.5,0,19.3
Thursday,Sunny,568,677,No,Buffet,28,4.86,1,152.3
Saturday,Sunny,603,679,No,Regular,31,4.6,0,48.3
Saturday,Sunny,461,553,No,Regular,22,4.06,0,54.9
Monday,Cloudy,112,158,No,Banquet,8,3.64,0,42.1
Thursday,Sunny,184,224,No,Regular,13,4.66,0,28.0
Friday,Sunny,775,908,No,Regular,38,4.06,0,72.6
Thursday,Rainy,593,759,No,Banquet,30,4.74,0,282.5
Monday,Cloudy,238,281,No,Corporate,12,4.61,0,40.3
Wednesday,Sunny,548,658,No,Corporate,30,4.35,1,82.7
Wednesday,Cloudy,315,370,No,Regular,19,3.79,0,37.3
Tuesday,Cloudy,674,893,No,Buffet,38,3.82,0,240.1
Saturday,Rainy,581,664,New Year,Corporate,27,4.38,0,126.5
Wednesday,Cloudy,69,85,No,Regular,8,4.2,1,12.9
Friday,Sunny,734,819,No,Regular,33,4.93,0,58.3
Thursday,Sunny,574,654,No,Regular,25,4.39,0,60.4
Sunday,Sunny,931,1252,No,Buffet,48,4.36,0,349.3
Monday,Cloudy,429,525,No,Regular,21,4.79,0,87.4
Monday,Cloudy,423,499,No,Corporate,24,3.87,0,36.1
Wednesday,Cloudy,220,256,No,Regular,15,4.36,0,27.8
Thursday,Cloudy,154,184,New Year,Regular,9,3.78,0,32.2
Wednesday,Sunny,168,229,Diwali,Banquet,11,4.52,0,54.4
Saturday,Sunny,285,370,Christmas,Banquet,15,4.81,0,107.3
Tuesday,Sunny,755,1010,No,Buffet,38,4.22,0,245.1
Monday,Sunny,315,447,New Year,Banquet,19,3.43,1,192.3
Wednesday,Cloudy,83,105,No,Regular,10,4.57,0,16.5
Saturday,Stormy,673,808,No,Buffet,33,4.78,0,436.5
Saturday,Sunny,209,238,No,Regular,13,3.83,0,24.0
Saturday,Cloudy,526,637,No,Buffet,26,3.86,0,148.0
Thursday,Sunny,410,460,No,Corporate,20,4.55,0,18.0
Saturday,Cloudy,434,484,No,Corporate,21,3.76,1,69.2
Friday,Sunny,612,710,No,Regular,32,3.68,0,76.3
Tuesday,Cloudy,77,106,No,Regular,5,3.77,0,13.8
Thursday,Sunny,309,386,No,Banquet,18,3.96,0,110.7
Saturday,Sunny,437,613,Eid,Buffet,26,4.46,0,195.4
Wednesday,Cloudy,493,626,No,Regular,26,4.21,0,99.1
Friday,Sunny,460,516,No,Regular,22,4.55,0,29.5
Thursday,Sunny,509,646,No,Regular,26,4.38,0,76.6
Thursday,Sunny,496,588,Diwali,Regular,25,4.71,0,83.1
Monday,Stormy,531,649,No,Regular,29,4.59,0,217.7
Friday,Sunny,607,726,No,Buffet,28,3.68,0,160.0
Sunday,Cloudy,730,963,New Year,Buffet,40,4.0,0,256.9
Tuesday,Rainy,552,743,No,Buffet,32,4.68,0,257.8
Wednesday,Cloudy,85,125,No,Regular,6,4.31,0,26.9
Monday,Sunny,229,290,No,Regular,15,3.92,0,26.2
Monday,Cloudy,583,676,No,Regular,30,3.99,0,72.0
Sunday,Sunny,129,165,Christmas,Corporate,11,4.51,1,35.0
Thursday,Cloudy,353,431,Christmas,Corporate,19,3.99,0,83.5
Wednesday,Sunny,510,605,No,Regular,24,4.62,0,66.2
Tuesday,Rainy,378,475,No,Buffet,20,4.06,0,149.8
Sunday,Rainy,247,311,Diwali,Buffet,17,4.77,0,122.6
Tuesday,Sunny,96,131,No,Buffet,11,4.63,0,39.0
Saturday,Sunny,651,845,No,Buffet,35,3.9,0,227.7
Wednesday,Sunny,572,816,New Year,Banquet,31,4.46,0,292.0
Monday,Cloudy,466,518,No,Regular,20,3.56,0,46.7
Friday,Sunny,233,288,No,Buffet,14,4.16,1,74.9
Monday,Cloudy,405,503,No,Buffet,22,4.12,0,124.5
Friday,Cloudy,558,739,No,Buffet,30,3.42,0,230.2
Tuesday,Stormy,552,616,No,Regular,28,3.39,0,200.2
Saturday,Sunny,255,339,No,Buffet,17,4.63,0,102.9
Saturday,Sunny,568,639,No,Regular,27,4.11,0,64.8
Saturday,Sunny,506,561,No,Corporate,23,4.19,0,30.0
Monday,Cloudy,492,707,Eid,Buffet,31,4.0,0,280.4
Friday,Sunny,143,187,Diwali,Regular,9,4.65,1,58.2
Sunday,Sunny,229,299,No,Banquet,17,3.49,0,85.4
Tuesday,Sunny,373,436,No,Corporate,17,4.48,0,35.9
Tuesday,Cloudy,512,671,No,Buffet,26,4.95,0,167.5
Saturday,Stormy,744,997,No,Banquet,41,3.78,0,505.8
Tuesday,Sunny,463,513,No,Corporate,25,3.71,0,34.0
Friday,Sunny,358,423,No,Regular,17,4.28,0,42.6
Saturday,Sunny,345,480,Eid,Buffet,19,4.39,0,173.1
Monday,Sunny,717,1005,Eid,Buffet,40,3.58,0,297.7
Thursday,Stormy,561,746,No,Buffet,33,3.97,0,385.7
Friday,Sunny,630,768,Diwali,Banquet,29,4.76,0,163.6
Wednesday,Cloudy,467,600,No,Buffet,25,4.92,1,176.2
Sunday,Rainy,606,690,No,Regular,29,4.05,0,153.8
Tuesday,Cloudy,295,375,No,Buffet,18,4.18,0,79.7
Wednesday,Sunny,292,351,Eid,Corporate,15,4.25,0,60.5
Saturday,Cloudy,110,129,No,Regular,6,2.95,0,23.1
Tuesday,Sunny,524,605,No,Regular,26,3.8,0,59.6
Saturday,Sunny,431,507,No,Regular,25,4.1,0,49.5
Monday,Stormy,703,892,No,Buffet,37,5.0,0,432.8
Thursday,Sunny,238,298,No,Regular,17,4.3,0,35.2
Monday,Sunny,305,342,No,Regular,19,4.73,0,33.3
Friday,Sunny,118,164,Eid,Regular,11,4.04,0,35.8
Saturday,Sunny,911,1215,No,Buffet,48,4.31,0,304.1
